Job_Title,Job_URL,Company_name,Company_URL,Rating,Salary,Job_Type,Job_description,Post_Date,Location
Lead Software Engineer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A2cNQrd5fPph_G8kmJhQeuPTj4mZZFpj3A1HOakKRNVbvODfG2YGsRF3atGWRliGAq1yxl5QAjY1uyqlBvvJP8bQO49EaQh_7O1L8guzvqw4g6G3pcXagUfXj0UhR823IT_V_I622nWebFsrmeVyP2oJ-pNnEIs8WqQD-Up8envUfDZU3KJoqfkDfPJXkFkF4gvZRz8Pi0at0R-bfKFvxJilYsvFPK4aa6l1CKvpiSOk5Wqa8GPqrPECAoUjRLPbnTUXJ9kcEODLSaf9S8PK-w1ibERCJ7R6fkA_52BJJL4TMvIULRCKGp_UANmljkI-wZBqzj-qBaI6YaFQBtMEhbCvitWPlWS2919JXjbWz4JSNhRJG3pjC_WbpdV-_LiHvtAzp1wni8ez80KaJOL4-5rse9fWuQnZubV3_ZWGUOUS5hFtxNuyBR38gUjdWt7kU4LI6hRI-hMy2WDeZzFuA2RriaeWPcqQCyG_KXhtxtypzw_1cecG6mYmSjsAMgI3QLlsW3Ob6BLBbkCavjLoN7XPz0wW4zVUG16t6F_88aBQr_Dm7PHIM5OPUFnVMkuKL2emZBnGOxtok5y4xGx0JRn0D0dDdRfasCzVnxe8JJY6BlN0VgGwatUk0Wws9v-4bav-52bMbmE7zBtksg-aMLNIHiv-wk7ZHkCjzQ4__dy3XlYc9VLCh8JWN8K4LIU7vGDjrqDF2S0tinYB8zKR03IP1y2_mz-hoUb3ErUhzYfjVS5b8rzIqWNX6FYJfNghflayFqu62ropq_-mchNV_vc5YSRCMugaSOBdxirgaC2x7j9vjKtpJw&xkcb=SoAu-_M3VI0_z7x8bp0AbzkdCdPP&p=6&fvj=1&vjs=3,Mastercard,https://www.indeed.com/cmp/Mastercard,4,"$112,744 - $189,600 a year",Full-time,"Experience with multiple object-oriented languages and/or functional languages (e.g., Java, Python, Ruby, Bash, Perl, Groovy).","Posted
Posted 26 days ago","West,Greenwich RI 2817"
Java Full-Stack Lead Developer/Architect,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CjwJvruUOzCbfr42xPKmHeImNdC2P9HF3Pz5Btljuo7DgJdvea2czS8mCLW0WtdxukP5xEFTpRAjVM3lsIJmSZ7UzuJCsdFB8d8XxCvWrArtMHleNKtxv-vzyFAsOK8aU5GZZyVxkfwi-OjPLc895nrweUOXJD1JmNFs4pkX0HUteJaJLn62jMFWFLIeKm5ISGE5qhgkSs7h-_Gi4o3AF5BcBNLJlXut1BBj8HNFOROsA5-1OOqC6_Tdprywmlfl7ATgVahsaiGJv40obRs32NOLxuQFUtMGOxFSEMRJnzmUizx8VmGg4qv9SNpuIQlNX1XJr9VoQPautRcGWJgBDNEl9cNgzdQKk3smNcT3eBRew4NEkQ2q-mr_kNnL-oTqkjJraNgNYBoKTLYJzncYqTRgDQR-ppHT8cIe8DzbPIGm7QyT4l36usv9QZFURKv0khKBx0b4KpctOmlS2BjvuGmLNFTjVRO6OeANMeQnWw_6ZKtDTTkfXLG9s01CZHRnY=&xkcb=SoDu-_M3VI0_z6R8bp0KbzkdCdPP&p=7&fvj=1&vjs=3,A&A Search Staffing,https://www.indeed.com/cmp/A&A-Search-Staffing,3.5,"$110,000 - $150,000 a year",Full-time,Strongly serving and supporting the Product Owner and Development team in their quest to do everything possible to delight customers and ship a release.,"Posted
Posted 30+ days ago","Boston, MA 02110"
Software Developer Manufacturing Execution Systems (MES),https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ABwDUVlT3Pw5qAnq35jQOIcsB_LA26JxM8HdsefTKsTQlIlQ7nWPDVbHFbqLIMwzl666EUlZwRX1tFMqSbfychrxqNllU8HJsuBZpV6qT82wnDAmPtbdEgJLo2Aeco3qLEqFL4MdWOXd6uRL5pRuA63V0ED8ABm0uD83ROYpXCh-WAckXDQxB4qzPROepr0Kzt53cH6q-juWICPspckAqpI6S9LjH2L4cCmcjiNyt35PljzJiefLp9C2dZW5kjqgKP15Z-UYBBH2B8B0fEKnVPZp3K-lUadA2mtgKagrXJaCFlVDPJiBmtHuk8tWz7haQeyJy5Sgexoqq5whkgB1ZiFMr66ONWno6UHk8bwmCZriV209Ws7PRKtVg5X0JpZYvco_wpIeTQPktujgdw4HhKAHz-qRzhYbMgnoVyfsfwES7OQp6ZGiMddKmvn-Wc9gyfGbMID75ybglw9qX31C72kzQ7f78DrsLaP04XwP0yOqarwv58e4cnztUQvmmhtQsE3c6T9aG1LWX7yLYhyTeA0-OcBWreS7TtraS1SuKfxA==&xkcb=SoDH-_M3VI0_z6R8bp0IbzkdCdPP&p=8&fvj=1&vjs=3,Carl Zeiss Vision,https://www.indeed.com/cmp/Zeiss-Group,3.7,Full-time,Full-time,"The Software Application Developer is part of the Manufacturing Execution Systems (MES) development group and responsible for technical design, development,…","Employer
Active 2 days ago","Lake,Orion MI 48362"
Java Software Engineer IV,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AwvANggVW32WAW51A5GvPv2wUItpEiHGaiFTZWbMNSTZzC7NyiR99zYrm1er4w05PtDMxXN9gU2W-rKzfvF9KCk_wPEz0LaYw3dXb87CE2uRvStifBI-t26a1gB-LVsafgXIw2H4aUnZt3ZAQlk0p1CRLws5-1bz92Y5XzwNWWfDRNJza82OGErXA1zsAIowOkhBvDgViDbVfZ93lsq-7S1MoGSBYJs42SUztWfhxmjFGfswkbp3cWca6DmRUc4IjCF4haoX_jSBbDgjIh78ux_6UEVe0tEjA_OcfHzXFLUHVOlIk9hzd6q3cGhBSn41IdKSTcXENu_4SNFw-PMwuX7gdbTWPAZV9k67nuGAvqWcOvybk1iGo91y_0a8zaP5alQFvkVb1vPnch1ouv6FFb65CGCLV5j9cjjxUOIcfgnkRYoaEi3p86qx296MhSRaQcwIZgqV-GmJ803lQcCEAJcgLKZ9HjkbFepClO9OBfB31cPsK5boKXgh1Dzq1H5zMpQccYMYn28Z9f9CVvbFfIW2Kg0T07r-hVlLBUsFttOZ4QGfVf0Vf2P2-3X-XtxliBWDi2qHodwiPA2_NxYSm0WLPRg-NNJBuWhHzdewklHkqefhkUySbY&xkcb=SoBI-_M3VI0-uZWQ0p0JbzkdCdPP&p=0&fvj=0&vjs=3,Bread Financial,https://www.indeed.com/cmp/Bread-Financial,3.6,,,The core engineer uses code to connect data from back-end systems to a variety of endpoints and process data for financial systems.,"Posted
Posted 30+ days ago","South,Paris ME 4281"
Java Developer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Buby3bM6xh3PvoctOm6nU0sG10uZOdQYvMWxvRDCBuHZP9gZtXeKBRA3GjHBhNf7r6XWcWYFB77iDHlDzwrBo7FzP7EMj_fXTc-mWSudqXkBs781Mrt5JXcRvxdD6Qzsv3VkhGFK41m_4dP6HIkfnNQmGoKSQXV9JjXKiPTPeeh8_QNwe2mRBiR1CG3doqROSc3QrpyhM_fCqP_d3Y_91GI5Vb_4c-Zy1sAxswno-Tkuv5Y2Y4roC2vow_5uHdKdQaMqjAdoCcKafdXO9FWKB1r33f16HznLb28KnV9ryhc8SK7doGjZPCB73ZxpDWhaHIEoVoqsq1-wlkxbSWwN1yDL7T1HSniKvCZRlRyLIaesDfTQ3iuwP0kUWapB7VMvg6jftaZGtHoxG76mhjXuEUaCDbBK7thM7Yn1YGnbsS8OYRFkFjJxTslrOuSBanXpJulbwMP4pBBQUlgmfLBREVzzlK7VmSksOlQ_z6Z4Siypi8hVYGZd2wQjwqGg9pwOYlQde0gfoLyQwiSGwtN5eY60Zak8xbzY0=&xkcb=SoBy-_M3VI0-uZWQ0p0PbzkdCdPP&p=1&fvj=0&vjs=3,Macquarie Group Limited,https://www.indeed.com/cmp/Macquarie-Group,3.8,Full-time,Full-time,"In this role, you will be building relationships with business stakeholders to develop solutions for effective integration with upstream and downstream systems.","Posted
Posted 30+ days ago","Boston, MA 02109"
Software Developer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BrkGAw7VGTTnqsFJf6dWxF89xA6YoUaNLrpGgF8xRh18eTyqQF5LRSPxg2cqyLp4zfJuavv0eh2J6Q14uIu7y9WCCqL9d2mQsTmB1JbIYUM7pas-mtXGI8ej_fDtaJlbUiYAewsxq_FEI67C-6_noGQCIMOfym-HBXZBAHGEg-d1o-evFe8rno1X7HP_1bHbPzfTp4LEJdNJXnW-8OknsFw-NwCbolLodqnz6bmz7ndEY1X8zJBO-TRhubyY5EkeD3HOVVD-e6qHZ67qVmUhx4SeUpsom6kMJdZ2KWsyPuSgrZ6JVLYyae54CBM25ndw-KYy9fp5a7KyoviKHCNl8gdCr7aHZbDFuF8-03xzgAhHA3C4Tls835aPUJdOTXgxqLWLazJScWXINNmQbFl-0F39NDEQVr1BG-bmeWGy4tkBisAducbTOIOAuM1rGHSF4AWlpzdh5QBdSY4mb80KleDx9CwfwonY_XtEyB46RV65to8epZ22PARrPQhcszQP8s_iKbA3GzgJtwWgMoVHBm5t69C-yI9QNWjMLiI5GeMibbfyPLH6GEqP3AQw1mR6GaAqWZe5uaEYitcWJ9Jutc&xkcb=SoCQ-_M3VI0-uZ2Q0p0KbzkdCdPP&p=2&fvj=0&vjs=3,ManTech International Corporation,https://www.indeed.com/cmp/ManTech-International-Corporation,3.9,Full-time,Full-time,Leaflet (or equivalent map UI experience).,"Posted
Posted 30+ days ago","Grand,Island NE 68801"
"Supervisor of Application Development, Portal Services",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AsbktAG5_d7zZpvjjXSmUmcD4iMcRvongZk4cc4SyVxiqb4bcesCUhRXmAV5goVAvxkoZIg3isAIkUVLm4Z0N_9jZMHnMmN80nlIP8sdoWRstm4fQk5t_suMTqH4GMX5DWU4BlmWev0NpHRfxLqAAeGY37KkIhQ4AktQ8zhgdvG0VDNnvCxh1icMmLeA_fjv33OtDgx19_aMkLCydozD26ocRu7q96QEvPFHadsTmRy48I3Og5QOnLb7-LB6oXVAdpO7dNA10hTs9uG3k2kNMFtLuh15ipKlLWEUMbskz3C8h5ChNU6ofXK9rzLKSFETjShZ8N2enHEZJxHElceUYds-_vx6TOsoSdztg--oD4gl11_6L2Aqxb-GEUvZZIdilzamZ3U1Qc-2RZaLJ2--54snqc2iZejrRIpxFdU0V57tVdFdj8U6XcZDaICKES1EFHET-CgN2TG1m-sRNoSFXqztb9Z2GXV-pS_MeumzYD8ZxQoBa79M-A2FePbJnGBGoHeCLgLjX4qQdKtQ-iOA83njVUruwV5kH_D4wv7p_KqmvpqYtlf8D2vwRMgFuynzvPVR7ivtseoieWUMGTyfdFXD-SFily6Pa1ssF-Tpo7NFCvKf1xVd-GZu1lch8OH2sXdUXid3HMjg==&xkcb=SoAe-_M3VI0-uZ2Q0p0NbzkdCdPP&p=4&fvj=0&vjs=3,Credit Acceptance,https://www.indeed.com/cmp/Credit-Acceptance,3.5,"$122,240 - $156,196 a year",Full-time,You will ensure best practices for delivering quality minded software.,"Posted
Posted 30+ days ago","Boston, MA 02110"
Java Developer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DIXU_djF9v0NrX_xbLRwj6RWFeuMEgTY6VvwKgvleOVKq_fchfjUoTxFPFvEUIRbeYcJYRsXCyTgytEIxbjvE8N1o5YiIYt1ZUs6Uhu6xGVmmJNnOCNKYzKp-thkJFH0Dsz3hlLdxok0-xpGRahjZ0e_aLjG5w7p6q2llFVy6aJRfAQ_zCSTPbDqus7-zn1bv5-x4drobSZhA1fjTereLuEIJcnDzFpEpbYF3of7JOa2ZV-zIAGDW06mkwOnceNFAIgzM4BpoPGTBpyUmtWaorA3O86t6LZal7oZdF_AQ4h8dCjMPJACKU_kqNw8E1tycbeuODW7dhYx_1IFn6S4mPPlWeurr2MgaIqbyeFmQMGI9WQWsrJd6yLd-INW7UP4zgF78ccwfa-Ss3ZuD3DVFo5__2Qsr-g_G_q-mR-VA68Ecc-Zdi1ttw13atoX4VPeUKxNBqd9U1Dbzdonzp7kZmDY4tBwunl7Yt-YVpOB7_WiGI7UnmeEmEvB55ZOxVID9A0iyL3mPNbevJGLyvSqDVQ0V-f7JE7qDpoXH3rV-1L6sIwX0MAE6Q&xkcb=SoCq-_M3VI0-uZ2Q0p0MbzkdCdPP&p=5&fvj=0&vjs=3,Deloitte,https://www.indeed.com/cmp/Deloitte,3.9,Full-time,Full-time,"Design, develop and modify software systems and custom components using modern dev stack.","Posted
Posted 30+ days ago","Chubbuck, ID 83202"
Software Engineer,https://www.indeed.com/rc/clk?jk=c938af5a3cc93db2&fccid=deb234f9dd3edcea&vjs=3,Fidelity Investments,https://www.indeed.com/cmp/Fidelity-Investments,4,,,2-5 years of experience working with java is expected for this role.,"Posted
Posted 13 days ago","San,Francisco CA 94134"
Sr. Programmer Analyst,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Csp5FZli5lgjCf4zHiqxWraKwX55FhbocgHviUofGR8r3uc2nIY84buxH4iLIr7fF-s6OVI12hCiAAepYXEWqbSCRfADQrgT3NOgbiUgwQoY_y0RRR9m_FteukTMutsT6OXfAbJeyY6YkQu9ftpAgzumoDKS1CkWR54aXAPwXY3Eax6tE5D0ry-ms1MwzuSzzMqshiPIZIjpqxLrq8TZIADVhF-XafOr-PAI8f3ZuPtzft2SWSmojwwcL_fdM8HnIjJUEJVV2yZxjPbvCyZ343vSWtFfjOnxmVaRIo30ZaFTyXcY6-5YrxNOAoKBdKxfEpupM0QTwMYNPx-sHay_uXSaSeG5m20uhZDhjnXVl4pnUanlHMYdFDJ4oJVfhNiCFT39XwkWQ8nzYTUAdfj3h6YxtAtZufLbHir3ISCHFmzvHW9Q4Pc2CE8xIvJURwYpnrhubMWxyg60OvaqwlHVcRcr6zC7AdKTNSW3yh3qSfyEwjA7PaNga5&xkcb=SoAe-_M3VI0-uYWQ0p0KbzkdCdPP&p=8&fvj=1&vjs=3,TalentBridge-DEN,,,"$114,000 - $142,000 a year",Full-time,Most of the work is enhancements/ customizations by coding in WC.,"Posted
Today","South,Paris ME 4281"
Senior Java Developer,https://www.indeed.com/company/Boston-Public-Schools/jobs/Senior-Java-Developer-e88d29cfdcb22166?fccid=1fea283468f6951f&vjs=3,Boston Public Schools,https://www.indeed.com/cmp/Boston-Public-Schools,3.8,"$98,876 a year","Full-time
+1",Boston Public Schools seeks a Senior Java Developer to work on the Application Development Team in development of new functionality within the student…,"Posted
Posted 23 days ago","Boston, MA 02109"
Software Engineer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C2UqQsN_C8hZ1DQBbsmGuHUeVo3zFU1aao86AVotM2yKJj1tpFkHx6C7IM1arjKrILypZSg1gFC865TMTWNkcZzysDEeGrMn0hEMD2C3QqGevVa0XJN5Q6DzqFuM_BOtlI_A-Yn8mg4EMYZPSJ59uIPPQvRys1DvU6nndpMfknEqEPhCXls9ag4Bn4_qRs6fIDOe_hvTFX5i45ST1Ep5OB65DzZfCvkLf03gw77fqYse-BXV2jYOPafpVInUfVYBXLldQvhNfwvc_6LnQ4ROCPGB7ztCS4imr05cYgpFz1-tv46zJd2zcYc6vbr_oTMIdjIXlnxfVQC50LVzOY38LhHreOUN7oY6-dLKIdfTeKn-gP7opLIA_bx513JCtDHGIavkxHsy2iFQkv1XyjS7H0Nfd5r4hru4JImIjYxdNYi7RN_8HdKNNexRXl151eo9hMLCAFJFr2DE5Iz5s5ONNRGPGnPjBJ7WKB00-5wOt-3g==&xkcb=SoBl-_M3VI09RUw8HZ0ObzkdCdPP&p=1&fvj=1&vjs=3,CTSi,,,"$75,283 - $130,000 a year",Full-time,Staffing Requisition – Full Time (2023-024)*.,"Employer
Active 4 days ago","Denver, CO 80207"
Software Engineer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bnt7zXXm4ztf_JwVI50Tew9qqYokIRUx9DfXJZMFC0IDklFYiKMFEk7ugGErPA_hzA6sqg9IcC_V9p9Rrjdjl1A0FhvGdMwg1Gg60SazHI2dLkOzfnZ1U0_NvbwfD3BKeh3TitChtkX9kfgjjwVFWiYke9p7k874blUpz7epvjrJYxMDeDLTVNXmf_3LAxqfM4N3k7PlgqM-KDIKuDK0cOt8KFNJ8bOg5D-qSNuJ7XpUiXQABHjVhRTn0jA4h-oYZ5Aixrg1doGnMQYBBRQpMsDW2b1PjuY0mq3R3ee8cWj6S7CXXVJTdWg1yhxiPFML_Y2Vdl-JoRz4BNRAWXN_7nCRCTPjhRMeZPKlJOt5HcVG_C3OOXW0kBnKkkydVtluNAQ3mJZ1JkITqPynAWiKvUMNPwrw5f4NrISFvX9QtM8xmjOVYLwXuEUcrmKC_CaHArqfcQfwP-Fe4AX7unR-i1SqZst3ybeeskB2K3K1O73Q==&xkcb=SoCb-_M3VI09RXQ8HZ0LbzkdCdPP&p=2&fvj=1&vjs=3,Oneida Research Services,,,"$75,000 - $90,000 a year",Full-time,The right candidate will have excellent written and verbal communication skills.,"Posted
Posted 30+ days ago","Hartford, CT 06105"
Associate Software Engineer/Software Engineer(1/2),https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DPf8Tf_oakpB62WadId2dzQiWExtALTi0lpCM--zHBL-Sh9PGJR7MUsfmdgWk5rOX3815grDJ6KT835s1th7ORsXS5M9hop1UzXpyvaHruHgl3esRpP_ytLzM6uZu2b6sh1_Std8f3XuvLK607IyiOmO3yRsoGYT9JfFDdXKl3bUEn6ogm5NiwgydJYTziMnVwLCo8rYQK2yQJHx3-uYJpaChs7dw7JzBCukPGg305qVscnE408UK-3XU8gkwfqt-K2OdhzRdBe9ZOi_vmvFxnxEYQGeeyOZeIPHiDgVLj4_7D334xSR6crGP5XiZSpz-x1L6MVebtszOy3-RA2--AjNsPWkGfm3Mouny9-x6LpU5CbObp03Ut8E7xfFAyBxSTZRmbepLLJGfnCFuTgBDDtVA8aVutY6j7n79Jv3iN0hn7dyQCwS7pIsYboqw1rirqSjaRJXi8mtSsvaPhfHIfjfbBzL7Ya9mNRNitPgnfFUBYvGG2Rh0OHTlcbTJcWIjdEHWRlLK5iyqEaUvumytNYy_wnqW53Aym0jNLpIBm9GrIf_KgGSwlCC9f6L_xBc15E0WTfH_LsiBx5u1iezApz4NzyWWgrDSI50jLuS5lhgGqWlZM4Z0Omc8p20gdHwZZV4DGuzdJY0LvQWxOPKxgzEFyyHpWqOjgvV02PSMRQpD4qL8xCIGrX1Gb3B4nScePWKvVfqMGir9666IhxOksBBnN7zV_kFUMyLFw1chgS8RJEVVk1LhIFpEeL-J0ReIHyPCaNz1FFbEKVaMVEK91UzhY7XogRVqv3_mHQcRSyaEc5PAfTLJECrydv4iLIC8KgZQ7nxzEFoot5imksGA0-mJ3ehXs3GWouxiGWxRt8aoQBp3AGmJZG4b8PM-7DVZFCFibwZEAVa7d865Axn4F9d9fjvvHftzAz1Jus2FM0PKEDrdE0fCwc2zHhoC7Vk3H8iRBQoE_8-abrOcxF7u-IG6eUtLj5-JNteghwa-Nh0x-D0ddn2HHSqT6XNg9poxEajlaFktjEM3zn8Dl8eRa5CTjYo5Y4jtwoA4mcge5sga4z8NSrSCoSDjpsavt9xoZmfeNHc5XmWdTQswWF2b5WohHHPdR9ZJJuYA6YN1JAKuC4kNqkmwSrUPG3N-kqhs=&xkcb=SoAG-_M3VI09RXQ8HZ0IbzkdCdPP&p=3&fvj=0&vjs=3,Northrop Grumman,https://www.indeed.com/cmp/Northrop-Grumman,4,"$68,100 - $102,100 a year",,Shift: 1st Shift (United States of America).,"Posted
Posted 30+ days ago","West,Greenwich RI 2817"
Java Software Engineer IV,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AwvANggVW32WAW51A5GvPv2wUItpEiHGaiFTZWbMNSTZzC7NyiR99zYrm1er4w05PtDMxXN9gU2W-rKzfvF9KCk_wPEz0LaYw3dXb87CE2uRvStifBI-t26a1gB-LVsafgXIw2H4aUnZt3ZAQlk0p1CRLws5-1bz-jp2pvlKaRIWLmwNOodZjPEQb1P1DjVByjilUJaAFI242mp-WokvRCK7CkhdY403D1LdV_cJEW2dV50PzIoWr7TQ78o4GGFNceq9nANoU24dau-MIhXLUYN5Wi0Z_7wvHdDx_zfveUq1-ErksmQZ-RuUqq78ocTOJo8vbVEn_FpSIBuYfJGyBBmfaVk0v5uzWDkiHBnHPHguCOttoUpP6Vi4ExlhCUbQUXGgVdKXRpZeMriRopTaqWBlmMrlRi5BnXce5U5cBqriXvIBE1cVqaSZIY0lIu3Mm5xxiDHJUkWNGhHu2JUss5pvNpqr-LD66CA6joEzYAekPCRHrSVK99gZVbbbKjMFInRN03pwcToEXBqoVLAjPI_Uw7Q8ayGWP9JHpl8NDxcmNBsRFkoZl44_WmgEQIU8sGzjiX1JnxSIstWZWD5WqVoCITiJK1QJkCsAYu89WLQ_j-dkJJ4H_U&xkcb=SoCh-_M3VI09RXQ8HZ0NbzkdCdPP&p=5&fvj=0&vjs=3,Bread Financial,https://www.indeed.com/cmp/Bread-Financial,3.6,,,The core engineer uses code to connect data from back-end systems to a variety of endpoints and process data for financial systems.,"Posted
Posted 30+ days ago","Boston, MA 02110"
Java Full-Stack Lead Developer/Architect,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CjwJvruUOzCbfr42xPKmHeImNdC2P9HF3Pz5Btljuo7DgJdvea2czS8mCLW0WtdxukP5xEFTpRAjVM3lsIJmSZ7UzuJCsdFB8d8XxCvWrArtMHleNKtxv-vzyFAsOK8aU5GZZyVxkfwi-OjPLc895nrweUOXJD1JmNFs4pkX0HUteJaJLn62jMAgZ4HzZSv4-z78NujutYOCN-X4K7KO9Nqn2AGbVz-39f9IaPHis4PFXEZZI3Jqbd8LNT6jXszVtG0V5-o6RJfLcTHQdxYWYtJcZ1TEnuDtmJz_wW-Sme5FnbWc3dlTO8CdJ0L9BJLylWKSM2iZgJ7stUOR7kX4lCdpdmBZsKj0wx7qs9yy-qrIlzAyEFEP5AXnpT5Kc6roTKMOga7V6aLjA80uzfSQsg6yKOYvKwP4H62aor1G1fGSLwdg6hxvB3NRDnKyy0N_jHXF9sXdfF6tLbR9CWa0ABNsM1y8EdNcjy_XvGzyVBFW2u7V-lAgKZRNr-GMgArwQ=&xkcb=SoAV-_M3VI09RXQ8HZ0MbzkdCdPP&p=6&fvj=1&vjs=3,A&A Search Staffing,https://www.indeed.com/cmp/A&A-Search-Staffing,3.5,"$110,000 - $150,000 a year",Full-time,Strongly serving and supporting the Product Owner and Development team in their quest to do everything possible to delight customers and ship a release.,"Posted
Posted 30+ days ago","Providence, RI 02903"
Lead Software Engineer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A2cNQrd5fPph_G8kmJhQeuPTj4mZZFpj3A1HOakKRNVbvODfG2YGsRF3atGWRliGAq1yxl5QAjY1uyqlBvvJP8bQO49EaQh_7O1L8guzvqw4g6G3pcXagUfXj0UhR823IT_V_I622nWebFsrmeVyP2oJ-pNnEIs8WqQD-Up8envUfDZU3KJoqfJlvM-N17RdcATtXGJm9DKR31dY6Pv1LKJDB4eixWYU3bHvo2vR3sJ7uaEkwyZsR8uA4W9NIM-HS_viAkzmFb4xRdm3_5Iw4qaF6jlIRZlqnZrIOpHwbiPfrXxK4kncNaWaGUXuVSuoLSEfDqx3oOa2fgrFlWjxZBqVnCKL70iEbk3cfo42vDx6ujU3_49Qo6cIHoqJyCKlN341-_IS5r_PvEyR91V39YvYH-r0N8gIkhiX6VG1gU_lVm8sM4HMqRfiv7xsf0AQ2vu0gTT4EJEwuPPDcP3gLXnkVhvrBU_C8UHYB2BgRNInddxDZaSgj1-sv1ESLobAm4ujAXA3hcHFNR1RVu-dW_P-dT5APQOzOOTf9cwabg5pKhHJpDUgS_uGuQjTizqAHnZFpufCRnM2N1Z0Vus3ZqqFANU3prQY_-qJPGdF_VjFal1-89582aAa15I9DRcBKCXOE4uEgoU7SZYymHSpqDaeEyU6GMQrZL6qjwSFO1QUjfCc7BA0t8MlwQpltsQQ3m74MWOz9gmby3OKDClNtENy25K4IE99XxF8iXCl6QtPTQCrugmz_-IhWAYlwICXgUNDXHuCWVKRDWGZfYpnEP1hYT-ILluOF3pwgIxSXo4R7gkbt6cWkg&xkcb=SoDN-_M3VI09RXw8HZ0PbzkdCdPP&p=11&fvj=1&vjs=3,Mastercard,https://www.indeed.com/cmp/Mastercard,4,"$112,744 - $189,600 a year",Full-time,"Experience with multiple object-oriented languages and/or functional languages (e.g., Java, Python, Ruby, Bash, Perl, Groovy).","Posted
Posted 26 days ago","Boston, MA 02116"
Software Developer Manufacturing Execution Systems (MES),https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ABwDUVlT3Pw5qAnq35jQOIcsB_LA26JxM8HdsefTKsTQlIlQ7nWPDVbHFbqLIMwzl666EUlZwRX1tFMqSbfychrxqNllU8HJsuBZpV6qT82wnDAmPtbdEgJLo2Aeco3qLEqFL4MdWOXd6uRL5pRuA63V0ED8ABm0uD83ROYpXCh-WAckXDQxB40PF2xarKi1r3l_v_nW2j3-O-HwUEYseUJTrAg2Tg-zv_iV3H4ftDfoRsjWs6rmTMyixVBKwxeDLklLjHDCuuzdD7ztkJIViVogpDZkYa4pq53yk_yHbRICWK5OUE0ZNzMIeNWOs9rhRsa0fu_YnYdcuTOY4dZ_G97nH_Q483M6J9rtnyCySdBYvV-d8ahkmHJXlJY4vq2eMxoFtDx7bRb9Gx8aS21rDA7-mGihOxLgzZwM-diGlt3ik7T2lh1Xo0oUTcPC6kZeAsDg6uW6oKgcb6u3MK9QUiYNcZKE7XVpvGSnyR4Cj9ckYCyj8pgOQAiJy6SMTCG9GPiuipKNvIWRanucBB52grcOG-_cGLSicxuT5ylUk2fw==&xkcb=SoC4-_M3VI08NeWQ0p0LbzkdCdPP&p=0&fvj=1&vjs=3,Carl Zeiss Vision,https://www.indeed.com/cmp/Zeiss-Group,3.7,Full-time,Full-time,"The Software Application Developer is part of the Manufacturing Execution Systems (MES) development group and responsible for technical design, development,…","Employer
Active 2 days ago","Denver, CO 80207"
Java Developer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Buby3bM6xh3PvoctOm6nU0sG10uZOdQYvMWxvRDCBuHZP9gZtXeKBRA3GjHBhNf7r6XWcWYFB77iDHlDzwrBo7FzP7EMj_fXTc-mWSudqXkBs781Mrt5JXcRvxdD6Qzsv3VkhGFK41m_4dP6HIkfnNQmGoKSQXV9KmKeoGxp5tTKyEcqulOYGNMWm1dD8I4hg81J8ZtUkiPJq52pZk6DqWFu1EGgmd_WaufdlLOofmduV07ZRtaqchG4axXH4-ilD8rifi6zHENWwWh0VtMzbBJR3_kxW1H0rLX1FGuqWKKmBMfMqJ68nMFhsBmygmubhIZ6s1bsBzs9taOavo9mT46o4U-9v3e9R2ky04SxpR4yC-67p_sNvdHHrY6icQDdKEaJ5f3Fjvyh8nZVNcQXzfopEeTlRHfw0Kts5KKJnpFifJTC8izG6OVFDUQOi9V0iXjHVQStuNIghll6TZ0sg5e4QW9bo4kUPVVwWTsQmT6upvZsnIMUlgkEDRHJcSGI-KSq0WFpcsTxUi1cU6a1trFfZQi-mNrH4=&xkcb=SoAM-_M3VI08NeWQ0p0KbzkdCdPP&p=1&fvj=0&vjs=3,Macquarie Group Limited,https://www.indeed.com/cmp/Macquarie-Group,3.8,Full-time,Full-time,"In this role, you will be building relationships with business stakeholders to develop solutions for effective integration with upstream and downstream systems.","Posted
Posted 30+ days ago","West,Greenwich RI 2817"
